Year,Country,Air Pollution Index,CancerDeath,Inflation,Count,AvgTemperature,GDP
2004,Senegal,0.057182489,5728.908084520001,1.086666666666667,10810083,76.1743169398907,10076817278.0
2005,Senegal,0.058284935,5961.227678340001,1.9333333333333331,11090116,77.35369863013699,11009032665.0
2006,Senegal,0.061056921,6171.58794922,2.34,11382268,76.3013698630137,11697918803.0
2007,Senegal,0.0664268,6354.66772998,7.71,11687080,75.78876712328767,13994218939.0
2008,Senegal,0.068649071,6554.75366068,7.153333333333333,12004701,76.18032786885246,16853991177.0
2009,Senegal,0.08058687,6737.347256409999,-1.3825,12335084,75.17671232876712,16145868285.0
2010,Senegal,0.081172105,6935.588782519998,3.35,12678148,77.87232876712329,16121314671.0
2011,Senegal,0.08341244,7143.0506932200005,5.1925,13033809,76.56438356164384,17814284622.0
2012,Senegal,0.084407311,7372.111705870001,2.1875,13401991,76.3620218579235,17660871726.0
2013,Senegal,0.079059959,7634.38790992,-0.25,13782420,76.58082191780822,18918668644.0
2014,Senegal,0.083810444,7904.18983582,-2.1625,14174731,75.57397260273973,19797254643.0
2015,Senegal,0.087014218,8196.98494659,-1.3050000000000002,14578459,75.6431693989071,17774766636.0
2016,Senegal,0.090058747,8491.87277639,-0.6125,14993528,74.88715846994536,19040312815.0
1995,Sierra Leone,0.034467179,1858.667400242,29.645,4303957,-49.15452054794521,870758739.4
1996,Sierra Leone,0.035120662,1839.9161686870004,22.77,4312666,26.654098360655738,941742152.7
1997,Sierra Leone,0.034593032,1883.698295756,10.68,4335301,-84.08931506849315,850218033.6
1998,Sierra Leone,0.03492619,1854.22891876,33.895,4381483,-99.0,672375927.3
1999,Sierra Leone,0.036158151,1855.29114337,34.145,4462378,-99.0,669384768.9
2000,Sierra Leone,0.036022396,1862.8152923200005,-0.61,4584571,-99.0,635874002.2
2001,Sierra Leone,0.037926757,1930.607124086,3.885,4754072,-99.0,1090467712.0
2002,Sierra Leone,0.038497344,2051.862615624,-0.34,4965766,-93.54876712328767,1253340520.0
2003,Sierra Leone,0.039594275,2141.0588820410007,5.745,5201070,67.88191780821919,1385810072.0
2004,Sierra Leone,0.041378466,2232.9163045089995,10.21,5433991,71.4811475409836,1448536631.0
2005,Sierra Leone,0.040680913,2329.301079101,10.5,5645624,54.27726027397261,1650494367.0
2006,Sierra Leone,0.042978067,2420.763302621,8.915,5829237,60.11095890410959,1885112202.0
2007,Sierra Leone,0.043076524,2519.5626716180004,13.985,5989633,41.462739726027394,2158496873.0
2008,Sierra Leone,0.043880472,2590.467362293001,8.68,6133603,48.33879781420765,2505458705.0
2009,Sierra Leone,0.045003239,2671.902341039,7.460000000000001,6272734,55.84849315068493,2453899847.0
2010,Sierra Leone,0.04567057,2758.575991429,7.473333333333334,6415634,26.315342465753425,2578026297.0
2011,Sierra Leone,0.047711009,2838.4396805580004,6.476666666666667,6563240,3.239726027397261,2942546781.0
1995,Singapore,0.202315136,3548.82876323,1.596,3524506,81.75616438356164,87810991957.0
1996,Singapore,0.19837564,3615.220299471001,0.2019999999999999,3670704,81.63715846994536,96295886525.0
1997,Singapore,0.187319425,3675.87594585,0.0759999999999998,3796038,82.96082191780822,100124000000.0
1998,Singapore,0.171702089,3736.48972698,-0.2559999999999999,3927213,81.12438356164384,85728310229.0
1999,Singapore,0.164667485,3809.367577764,-0.0699999999999999,3958723,81.10849315068492,86284660767.0
2000,Singapore,0.159707249,3884.504235087,2.554,4027887,81.574043715847,96074477958.0
2001,Singapore,0.158170752,3898.128994692,0.7939999999999999,4138012,81.70849315068493,89794943350.0
2002,Singapore,0.150592999,3974.836408023,-1.904,4175950,80.61534246575341,92537752709.0
2003,Singapore,0.142038765,4057.674935833,0.1859999999999999,4114826,81.58027397260274,97645448284.0
2004,Singapore,0.150266217,4160.454900990001,2.028,4166664,82.23989071038251,115035000000.0
2005,Singapore,0.15794176,4277.807875538,1.99,4265762,82.51369863013699,127808000000.0
2006,Singapore,0.14755553,4388.299603699999,1.98,4401365,82.04328767123287,148630000000.0
2007,Singapore,0.154765426,4338.830671279999,1.19,4588599,81.16438356164383,180942000000.0
2008,Singapore,0.150591215,4405.446353584001,7.688000000000001,4839396,81.06803278688525,193612000000.0
2009,Singapore,0.134963161,4587.414731671999,-1.72,4987573,81.88082191780822,194152000000.0
2010,Singapore,0.150528873,4707.595751772,1.936,5076732,82.67616438356164,239809000000.0
2011,Singapore,0.160496837,4879.34678598,4.956,5183688,81.75369863013698,279351000000.0
2012,Singapore,0.15022526,4950.430028354001,3.644,5312437,81.70792349726776,295087000000.0
2013,Singapore,0.130090971,5075.310054832999,1.188,5399162,81.9227397260274,307576000000.0
2014,Singapore,0.12708552,5148.920340699,0.5199999999999999,5469724,81.86465753424658,314851000000.0
2015,Singapore,0.123557507,5216.245268247,-2.1580000000000004,5535002,81.98032786885246,308004000000.0
2016,Singapore,0.124079254,5338.099760833,-1.432,5607283,81.30300546448088,318764000000.0
1995,South Africa,1.160704944,29597.25059135,8.9525,41435758,61.338904109589045,171735000000.0
1996,South Africa,1.184126603,31374.721502749995,7.2375,42241011,60.580601092896174,163237000000.0
1997,South Africa,1.217512011,34243.86524736,8.5,42987461,61.75150684931506,168977000000.0
1998,South Africa,1.227825408,35266.35741615001,6.4175,43682260,60.09561643835617,152983000000.0
1999,South Africa,1.16357052,36626.15649093,5.4975,44338543,62.687397260273976,151517000000.0
2000,South Africa,1.145382419,38525.72426042001,6.78,44967708,62.61803278688525,151753000000.0
2001,South Africa,1.29719601,38256.99011066001,5.375,45571274,62.144657534246576,135430000000.0
2002,South Africa,1.313104563,38798.753148760006,8.4,46150913,60.10082191780822,129088000000.0
2003,South Africa,1.342462958,39575.64541658,4.422,46719196,61.7172602739726,197020000000.0
2004,South Africa,1.406341845,40215.58864506,-0.842,47291610,62.67213114754098,255807000000.0
2005,South Africa,1.379145598,40906.58759311,2.434,47880601,62.09616438356164,288868000000.0
2006,South Africa,1.37623091,41974.21733296,4.343999999999999,48489459,62.43095890410959,303861000000.0
2007,South Africa,1.445018623,42196.69374224001,6.784000000000001,49119759,61.67589041095891,333075000000.0
2008,South Africa,1.518406807,42386.95860263,10.468,49779471,61.685519125683065,316132000000.0
2009,South Africa,1.413579747,43132.21742509,5.318,50477011,62.79917808219178,329753000000.0
2010,South Africa,1.387793778,44002.33396398,4.656000000000001,51216964,62.76328767123288,417365000000.0
2011,South Africa,1.363434009,44386.35834109,6.244,52004172,62.46876712328767,458202000000.0
2012,South Africa,1.445985341,44243.61366649001,5.618,52834005,62.61639344262295,434401000000.0
2013,South Africa,1.473801732,44396.93168716999,5.656000000000001,53689236,62.70191780821918,400886000000.0
2014,South Africa,1.514738191,45156.76289992,6.5,54545991,62.85342465753425,381199000000.0
2015,South Africa,1.427769407,45689.14336341002,4.94,55386367,61.60546448087431,346710000000.0
2016,South Africa,1.407453853,46080.00487991,7.169999999999999,56203654,61.59234972677596,323586000000.0
1995,Spain,0.903652648,85435.04916356,5.209999999999999,39724050,60.51296803652968,614609000000.0
1996,Spain,0.859739677,86586.30579508003,4.696,39889852,59.12140255009108,642589000000.0
1997,Spain,0.86359766,87955.73965378,1.668,40057389,60.82547945205479,590077000000.0
1998,Spain,0.841977906,89562.04693559,1.2639999999999998,40223509,57.92438356164384,619215000000.0
1999,Spain,0.840667942,90822.03472549,1.7759999999999998,40386875,58.92803652968036,634693000000.0
2000,Spain,0.817953398,91471.83382286996,11.852,40567864,58.68360655737705,596878000000.0
2001,Spain,0.797534656,92624.84105064,-1.512,40850412,58.61369863013699,627287000000.0
2002,Spain,0.824653692,93935.89850387003,2.646,41431558,57.7586301369863,705394000000.0
2003,Spain,0.783328103,95537.88617414,2.7299999999999995,42187645,61.35753424657534,905492000000.0
2004,Spain,0.794695712,96435.79587732002,9.784,42921895,60.20327868852458,1067090000000.0
2005,Spain,0.777108368,97686.83566376,3.766,43653155,60.36392694063927,1153290000000.0
2006,Spain,0.733288665,98624.94495184,4.4,44397319,60.82091324200913,1259340000000.0
2007,Spain,0.725999808,100021.63491617,11.55,45226803,58.040821917808216,1472130000000.0
2008,Spain,0.553957245,100999.03157614,4.676,45954106,58.03661202185792,1625220000000.0
2009,Spain,0.498594362,101894.94137319,-1.442,46362946,59.79013698630137,1485580000000.0
2010,Spain,0.47388291,102894.84397881,1.806,46576897,58.78,1420720000000.0
2011,Spain,0.46348568,104221.55797821998,4.046,46742697,60.99899543378995,1478770000000.0
2012,Spain,0.453515121,105623.95491131,7.554,46773055,60.14508196721312,1324820000000.0
2013,Spain,0.410201818,105538.66869671,1.226,46620045,59.63835616438356,1354760000000.0
2014,Spain,0.412781999,105698.80887755,-0.1339999999999999,46480882,61.03817351598174,1369400000000.0
2015,Spain,0.420755673,106862.05435726,-0.478,46444832,60.19708561020036,1195120000000.0
2016,Spain,0.407123793,108277.00711606002,-0.9840000000000002,46483569,58.88897996357013,1232080000000.0
1995,Sri Lanka,0.190273141,9536.112954930002,6.8933333333333335,18242912,77.3882191780822,13029697561.0
1996,Sri Lanka,0.209758113,9932.51874142,14.413333333333332,18367288,72.32213114754099,13897738375.0
1997,Sri Lanka,0.211975248,10484.841756770002,8.186666666666667,18470900,35.038356164383565,15091913884.0
1998,Sri Lanka,0.216016649,10889.01278362,7.956666666666666,18564599,64.39041095890411,15794972847.0
1999,Sri Lanka,0.22364125,11210.77083074,3.396666666666667,18663284,44.08246575342466,15656327860.0
2000,Sri Lanka,0.236022537,11442.82168938,9.76,18777601,36.26092896174863,16330814180.0
2001,Sri Lanka,0.234912368,11626.257665190002,14.553333333333333,18911730,79.58986301369863,15749753805.0
2002,Sri Lanka,0.240555252,11761.86755345,9.65,19062482,78.40191780821918,16536535647.0
2003,Sri Lanka,0.245133651,11917.57948894,9.99,19224037,81.3854794520548,18881765437.0
2004,Sri Lanka,0.252995884,12091.638295360002,8.803333333333333,19387153,81.03633879781421,20662525941.0
2005,Sri Lanka,0.261378548,12272.88829211,12.193333333333332,19544988,81.18273972602739,24405791045.0
2006,Sri Lanka,0.260742678,12396.56160495,17.14,19695972,81.15287671232876,28279814925.0
2007,Sri Lanka,0.26656185,12593.71979724,19.78,19842044,80.93013698630136,32350248411.0
2008,Sri Lanka,0.271071447,12712.284217230004,20.07,19983984,79.53852459016393,40713812310.0
2009,Sri Lanka,0.271721441,12793.851006099998,2.766666666666667,20123508,81.04630136986302,42066217872.0
2010,Sri Lanka,0.286233915,12925.89115774,5.303333333333334,20261737,81.56219178082192,56725749222.0
2011,Sri Lanka,0.293051135,13158.68615147,5.17,20398670,81.48438356164384,65292753005.0
2012,Sri Lanka,0.313723833,13398.119065949995,8.015,20425000,80.53661202185793,68434409315.0
2013,Sri Lanka,0.286502398,13707.94612569,7.385,20585000,75.83917808219178,74317806538.0
2014,Sri Lanka,0.296858171,14028.83897632,3.51,20778000,80.36191780821918,79356449841.0
2015,Sri Lanka,0.303660283,14391.70333309,3.508,20970000,80.61530054644808,80604080689.0
2016,Sri Lanka,0.306525557,14751.92409336,2.138,21203000,80.39590163934426,82401038710.0
1995,Suriname,0.006925273,303.38939506500003,87.58666666666666,441851,56.66849315068493,691590497.7
1996,Suriname,0.006863803,310.95522036400007,0.3799999999999999,448213,58.442896174863385,861411471.3
1997,Suriname,0.00687409,321.6079159659999,3.826666666666666,454161,31.62657534246576,926422500.0
1998,Suriname,0.006900072,334.975714946,10.216666666666669,459831,21.52849315068493,1110850000.0
1999,Suriname,0.006508039,351.314701609,67.47666666666667,465385,18.07643835616438,886290697.7
2000,Suriname,0.008714095,368.541445903,47.48666666666667,470949,-5.223770491803279,947671969.7
2001,Suriname,0.008842374,384.35739084400007,24.256666666666664,476579,58.50520547945206,834279357.8
2002,Suriname,0.007318953,399.916212234,12.436666666666667,482235,-15.69041095890411,1093574468.0
2003,Suriname,0.00779341,413.219559986,20.175,487942,-19.69835616438356,1274190311.0
2004,Suriname,0.00849783,423.681532353,11.170000000000002,493679,-23.65464480874317,1484092538.0
2005,Suriname,0.01009222,433.55997473,10.74,499464,75.2131506849315,1793388732.0
2006,Suriname,0.009030118,446.710429919,9.176666666666666,505295,34.62164383561644,2626380435.0
2007,Suriname,0.008027867,459.16297423700007,6.933333333333334,511181,62.4311475409836,2936612022.0
2008,Suriname,0.008114631,473.379950031,15.496666666666668,517123,40.08283378746594,3532969035.0
2009,Suriname,0.008708333,486.427029194,3.15,523111,27.72082191780822,3875409836.0
2010,Suriname,0.010167402,501.60157933,5.783333333333334,529131,72.18904109589042,4368398048.0
2011,Suriname,0.010605797,514.700770105,13.08,535179,72.6186301369863,4422276622.0
2012,Suriname,0.012278508,527.6710838310001,4.525,541245,79.42404371584699,4980000000.0
2013,Suriname,0.012871666,544.010342408,1.13,547291,79.11671232876712,5145757576.0
2014,Suriname,0.012419192,558.156972052,1.39,553273,78.4958904109589,5240606061.0
2015,Suriname,0.012840286,569.8973000309999,2.9450000000000003,559143,78.56557377049181,5126291451.0
2016,Suriname,0.011925765,582.71261955,36.68,564888,65.89972677595628,3317438911.0
1995,Sweden,0.152337892,20342.713221940005,3.06,8826939,44.551232876712334,267306000000.0
1996,Sweden,0.149415068,20440.270341183004,-1.685,8840998,43.333333333333336,291744000000.0
1997,Sweden,0.142392107,20512.88655038,0.6125,8846062,45.30821917808219,268146000000.0
1998,Sweden,0.138016259,20695.803455868,0.788,8850974,42.09780821917808,270809000000.0
1999,Sweden,0.130653925,20973.825823869,0.346,8857874,46.68657534246575,274072000000.0
2000,Sweden,0.12802064,21138.072988204,31.04,8872109,47.278688524590166,262835000000.0
2001,Sweden,0.121917434,21311.391763163,2.476,8895960,45.73342465753425,242396000000.0
2002,Sweden,0.118981241,21430.662588901,1.906,8924958,44.59698630136986,266849000000.0
2003,Sweden,0.119895774,21602.062502336004,2.268,8958229,45.2854794520548,334337000000.0
2004,Sweden,0.115195466,21922.433780442,1.082,8993531,45.04726775956284,385118000000.0
2005,Sweden,0.113805658,21927.356237601995,1.532,9029572,45.63095890410959,392218000000.0
2006,Sweden,0.110631529,21867.706605072,1.9875,9080505,46.56904109589041,423093000000.0
2007,Sweden,0.107858316,21950.291283859995,2.6225,9148092,45.89616438356164,491253000000.0
2008,Sweden,0.101452747,22033.754457894003,4.195,9219637,46.46967213114755,517706000000.0
2009,Sweden,0.098955032,22035.02734820201,0.6475,9298515,44.82410958904109,436537000000.0
2010,Sweden,0.102966342,21998.175996641003,1.045,9378126,42.04054794520548,495813000000.0
2011,Sweden,0.097058234,22209.319815299008,1.9075,9449213,46.61095890410959,574094000000.0
2012,Sweden,0.092829761,22538.42265904,0.5675,9519374,44.27431693989071,552484000000.0
2013,Sweden,0.087421771,22740.248881740004,0.982,9600379,45.18109589041096,586842000000.0
2014,Sweden,0.085307284,22919.214515955,1.006,9696110,46.66164383561644,581964000000.0
2015,Sweden,0.083445704,23412.503161704,1.382,9799186,45.77704918032787,505104000000.0
2016,Sweden,0.082197278,23790.271087281,1.32,9923085,44.293169398907104,515655000000.0
1995,Switzerland,0.083830696,14411.10303017,1.21,7040687,49.555433789954336,353133000000.0
1996,Switzerland,0.08195518,14425.90680073,0.262,7071850,47.83451730418944,340471000000.0
1997,Switzerland,0.077799581,14575.01228125,0.318,7088906,50.11470319634703,295121000000.0
1998,Switzerland,0.077138191,14689.64859792,-0.19,7110001,48.282922374429226,303882000000.0
1999,Switzerland,0.075403124,14720.09833677,0.138,7143991,48.40648401826484,298520000000.0
2000,Switzerland,0.07257583,14897.83293535,1.732,7184250,50.92540983606557,279841000000.0
2001,Switzerland,0.071655546,14982.89908727,1.368,7229854,50.09415525114155,287227000000.0
2002,Switzerland,0.066650106,15142.831796289998,0.638,7284753,48.90474885844748,310176000000.0
2003,Switzerland,0.065776474,15234.28240476,0.172,7339001,50.77844748858448,363063000000.0
2004,Switzerland,0.063752488,15104.83846657,0.882,7389625,49.70227686703097,405531000000.0
2005,Switzerland,0.063227562,15164.44924631,1.068,7437115,49.5634703196347,420545000000.0
2006,Switzerland,0.061217684,15352.71482915,1.302,7483934,51.01607305936073,443802000000.0
2007,Switzerland,0.05883713,15531.929979509998,1.264,7551117,50.805662100456615,493537000000.0
2008,Switzerland,0.058709667,15634.963048049998,2.9799999999999995,7647675,50.277049180327865,570304000000.0
2009,Switzerland,0.056257394,15859.4623592,-0.4479999999999999,7743831,50.758721461187214,558200000000.0
2010,Switzerland,0.055563281,15997.608704550004,0.4159999999999999,7824909,49.20876712328767,603434000000.0
2011,Switzerland,0.051306625,16034.21231,0.1579999999999999,7912398,51.24977168949772,722038000000.0
2012,Switzerland,0.051330825,16249.74146699,-0.206,7996861,50.143806921675775,692110000000.0
2013,Switzerland,0.050882655,16362.74529213,0.0919999999999999,8089346,48.97835616438356,712748000000.0
2014,Switzerland,0.047193115,16266.31785964,0.224,8188649,51.12575342465753,734397000000.0
2015,Switzerland,0.045352784,16523.85246478,-1.3,8282396,50.577777777777776,702150000000.0
2016,Switzerland,0.044544804,16848.34894062,-0.384,8373338,48.75027322404372,695601000000.0
1995,Tajikistan,0.049021322,2777.6137224520003,307.09000000000003,5764810,-36.336164383561645,1231040564.0
1996,Tajikistan,0.049089927,2730.606743237,252.68666666666664,5851355,-76.91803278688525,1043654822.0
1997,Tajikistan,0.049229842,2697.753462232,61.77333333333333,5938405,-23.92164383561644,921572114.5
1998,Tajikistan,0.049544277,2672.4552363820007,19.73,6027388,-62.18794520547945,1320242081.0
1999,Tajikistan,0.048335337,2688.5551937190007,23.42333333333333,6119661,5.138904109589041,1086605267.0
2000,Tajikistan,0.048719623,2710.418033079,35.955,6216341,-28.60655737704918,860521119.3
2001,Tajikistan,0.051289093,2762.855118469,32.295,6318513,13.010684931506848,1080768907.0
2002,Tajikistan,0.054405715,2811.20684513,10.79,6426867,58.74082191780823,1221120799.0
2003,Tajikistan,0.054805257,2872.118343564,15.765,6541547,59.30082191780821,1555301496.0
2004,Tajikistan,0.05754114,2922.429011715,11.78,6662389,61.16092896174864,2076182461.0
2005,Tajikistan,0.05775957,2964.976211039,9.413333333333332,6789321,59.85506849315068,2312327536.0
2006,Tajikistan,0.060299214,2984.2244085300003,18.0425,6922587,61.335068493150686,2830220713.0
2007,Tajikistan,0.065576894,3017.8427484009994,11.7,7062672,59.983561643835614,3719506173.0
2008,Tajikistan,0.067259809,3075.728423937,13.285,7209930,59.66612021857923,5161337336.0
2009,Tajikistan,0.069013323,3110.536166843999,3.545,7364753,59.63232876712328,4979481980.0
2010,Tajikistan,0.069706653,3177.551286746,12.4,7527394,61.10493150684931,5642178580.0
2011,Tajikistan,0.071271225,3263.4654510710006,11.555,7697510,60.70109589041096,6522732203.0
2012,Tajikistan,0.07473811,3272.932958449,7.06,7874835,58.57322404371585,7633049792.0
2013,Tajikistan,0.076536809,3290.725147676,3.8325,8059769,61.01013698630137,8448469838.0
2014,Tajikistan,0.07771811,3369.32183534,3.0525,8252833,58.88109589041096,9112544556.0
2015,Tajikistan,0.080502348,3467.7364389310005,3.3925,8454028,60.32786885245902,8271454301.0
2016,Tajikistan,0.080007583,3567.99246718,5.408,8663579,61.19781420765028,6992393787.0
1995,Thailand,1.224644979,55321.20644924,67.594,59467274,-99.0,169279000000.0
1996,Thailand,1.250053947,57091.01072494,73.968,60130186,84.32213114754099,183035000000.0
1997,Thailand,1.275859293,59441.81535205,18.956,60846582,85.98931506849314,150181000000.0
1998,Thailand,1.055724978,61971.86945362999,9.145,61585103,81.83616438356165,113676000000.0
1999,Thailand,0.968749476,65117.6571057,-0.8599999999999999,62298571,81.21260273972602,126669000000.0
2000,Thailand,0.918572871,68070.86751447002,1.355,62952642,82.29754098360657,126392000000.0
2001,Thailand,0.919281754,70317.4623983,1.5725,63539196,82.64876712328767,120296000000.0
2002,Thailand,0.957531426,72580.19691351002,0.8125,64069087,82.71561643835616,134301000000.0
2003,Thailand,1.015699084,75354.65739107999,2.3075,64549866,84.49232876712328,152281000000.0
2004,Thailand,1.083084677,76710.92738204,3.57,64995299,84.70273224043716,172896000000.0
2005,Thailand,1.08589413,78497.23260965,5.0725,65416189,85.05506849315069,189319000000.0
2006,Thailand,1.081190707,80799.50376364001,4.67,65812536,85.13972602739726,221758000000.0
2007,Thailand,1.10745087,82596.57162759999,2.575,66182067,83.7345205479452,262942000000.0
2008,Thailand,1.12271679,84113.66417604001,7.3725,66530984,79.70710382513661,291383000000.0
2009,Thailand,1.116280053,85755.34342916001,-0.3324999999999998,66866839,82.70739726027398,281710000000.0
2010,Thailand,1.159600867,87531.01244071999,4.734999999999999,67195028,84.15232876712328,341105000000.0
2011,Thailand,1.150425562,89326.40083049,4.44,67518382,81.58815789473684,370819000000.0
1995,Togo,0.029562083,2199.627463585,16.0,4226291,60.08876712328768,1309382885.0
1996,Togo,0.03280484,2249.734525956,4.3,4348805,39.10191256830601,1465448290.0
1997,Togo,0.032113781,2331.4463403120003,9.77,4485951,30.627397260273973,1498950899.0
1998,Togo,0.034302688,2398.256142393999,5.293333333333333,4632446,61.21671232876712,1587345951.0
1999,Togo,0.037762171,2392.1699786510003,-1.6166666666666665,4780448,58.05534246575343,1576672792.0
2000,Togo,0.037728516,2438.911179507,2.0866666666666664,4924402,77.71666666666667,1491891108.0
2001,Togo,0.038271215,2479.5116525670005,5.673333333333333,5062567,80.50821917808219,1482437752.0
2002,Togo,0.039944632,2530.342365126,2.7533333333333334,5197031,51.19150684931508,1706698099.0
2003,Togo,0.042383125,2634.749917594001,-1.6433333333333335,5330639,73.45095890410958,2115836353.0
2004,Togo,0.043510532,2650.1139906549997,1.1966666666666663,5467766,80.02595628415301,2259992642.0
2005,Togo,0.044806873,2733.4875505520004,3.703333333333333,5611640,81.25178082191782,2281482855.0
2006,Togo,0.045529155,2792.34867505,3.8333333333333335,5762880,66.9145205479452,2351584608.0
2007,Togo,0.046999563,2909.3404807869997,1.4466666666666663,5920359,80.43698630136986,2662612348.0
2008,Togo,0.049190308,3030.917159214999,-0.5466666666666669,6083420,62.03169398907104,3323677130.0
2009,Togo,0.058720894,3116.1113206000005,1.403333333333333,6250835,80.80849315068492,3379258565.0
2010,Togo,0.058421909,3226.649859296,3.603333333333333,6421679,81.98547945205479,3429461495.0
2011,Togo,0.057898528,3347.9252259869995,2.77,6595943,77.64986301369863,3872459250.0
2012,Togo,0.05768471,3474.0699676550007,2.893333333333333,6773807,81.01693989071039,3873308389.0
2013,Togo,0.05924512,3609.394858071,1.4266666666666667,6954721,81.50904109589041,4321655656.0
2014,Togo,0.061067225,3751.817955536,-0.9166666666666666,7137997,80.92986301369864,4574986537.0
2015,Togo,0.062946273,3884.801210468,2.75,7323158,80.70054644808744,4180866177.0
2016,Togo,0.064633554,4034.418402416,1.0033333333333332,7509952,80.19344262295081,6031632168.0
1995,Tunisia,0.069405786,6316.41610843,31.4,9125398,66.70465753424658,18030876599.0
1996,Tunisia,0.071912845,6435.705223219999,38.36333333333334,9267340,65.71639344262296,19587322786.0
1997,Tunisia,0.074169374,6572.580664079999,21.4375,9395123,67.09150684931507,20746360430.0
1998,Tunisia,0.076376731,6759.26803944,18.37,9509857,64.78520547945205,21803372267.0
1999,Tunisia,0.078855672,6958.31487844,18.4675,9613588,67.25671232876712,22943685719.0
2000,Tunisia,0.081926264,7174.8515455000015,16.2175,9708350,67.11967213114754,21473261837.0
2001,Tunisia,0.083385929,7235.123187300001,22.034,9793903,67.51260273972602,22066031834.0
2002,Tunisia,0.083863808,7301.928267000001,11.266,9871251,65.05178082191782,23142153760.0
2003,Tunisia,0.084122797,7388.424586009999,6.018,9945277,66.88109589041096,27453007373.0
2004,Tunisia,0.086432722,7483.927453119999,4.398,10022277,66.4672131147541,31183059012.0
2005,Tunisia,0.087456033,7678.072959529999,3.824,10106771,66.23506849315068,32273007554.0
2006,Tunisia,0.089306599,7837.94847487,6.398000000000001,10201214,67.49260273972602,34377310293.0
2007,Tunisia,0.092859824,8013.824680449999,4.596,10304726,66.71643835616439,38914078352.0
2008,Tunisia,0.091361013,8202.61848102,9.148,10414433,66.44071038251366,44860969077.0
2009,Tunisia,0.093377342,8402.76927207,4.5200000000000005,10525694,66.82876712328768,43454935940.0
2010,Tunisia,0.089121115,8609.93967132,5.093999999999999,10635244,67.15178082191781,46206331261.0
2011,Tunisia,0.085371774,8799.407185739998,4.456,10741880,67.13698630136986,48122838145.0
2012,Tunisia,0.088287365,9013.86820276,6.480000000000001,10847002,67.28879781420765,47311196335.0
2013,Tunisia,0.086298186,9235.79245648,5.202,10952951,67.30219178082191,48683848564.0
2014,Tunisia,0.084624755,9510.1897928,4.318,11063201,67.81671232876712,50271342086.0
2015,Tunisia,0.087168411,9820.66383629,5.26,11179949,66.50846994535519,45780069047.0
2016,Tunisia,0.084610591,10115.4415658,3.736,11303946,65.85601092896175,44360775649.0
1995,Turkey,0.921669269,58686.3419655,78.63,58486456,54.39369863013699,169486000000.0
1996,Turkey,0.960904215,59197.5740967,68.01,59423282,54.14494535519125,181476000000.0
1997,Turkey,0.963924096,60451.40979720001,72.24199999999999,60372568,52.80972602739726,189835000000.0
1998,Turkey,0.969506089,60896.58302070001,68.606,61329676,53.94876712328767,275967000000.0
1999,Turkey,0.963397562,64170.9491676,49.358,62287397,55.59630136986302,256386000000.0
2000,Turkey,0.978644123,62110.6100633,43.576,63240194,54.265573770491805,274303000000.0
2001,Turkey,0.91001378,61660.9890125,43.832,64192243,56.73534246575343,201751000000.0
2002,Turkey,0.890559525,61161.75814780001,40.462,65145367,53.17068493150685,240253000000.0
2003,Turkey,0.868695912,64593.921611,18.576,66089402,54.6486301369863,314592000000.0
2004,Turkey,0.855446458,63165.1153119,9.364,67010930,54.52896174863388,408876000000.0
2005,Turkey,0.916499162,63707.15973899999,8.11,67903469,54.82863013698631,506308000000.0
2006,Turkey,0.950161301,63095.13989420001,8.692,68756810,54.8182191780822,557058000000.0
2007,Turkey,1.011658839,60652.2396754,8.16,69581848,56.332328767123286,681337000000.0
2008,Turkey,0.996768618,58789.77187870001,10.574,70418604,54.89959016393443,770462000000.0
2009,Turkey,0.973841544,64048.3471991,3.66,71321399,55.7641095890411,649273000000.0
2010,Turkey,0.924054989,65720.0030262,8.2,72326988,57.958082191780825,776993000000.0
2011,Turkey,0.928648629,67313.97340100001,9.262,73443863,54.25835616438356,838763000000.0
2012,Turkey,0.909349668,68047.2907445,9.384,74653016,56.30573770491804,880556000000.0
2013,Turkey,0.851344572,71036.653088,8.308,75928564,56.59342465753424,957783000000.0
2014,Turkey,0.895299595,72174.936707,10.312,77231907,57.35,938953000000.0
2015,Turkey,0.879202033,73604.49009300001,6.692,78529409,55.801366120218574,864317000000.0
2016,Turkey,0.927379671,75308.08142679998,6.590000000000001,79821724,55.24275956284153,869693000000.0
1995,Turkmenistan,0.093146525,2501.805725309,1005.26,4207841,63.4709589041096,2483809524.0
1996,Turkmenistan,0.090691158,2487.831750105,992.39,4287346,61.06475409836066,2378759975.0
1997,Turkmenistan,0.087976006,2469.589226996,83.72,4355116,63.038356164383565,2450374945.0
1998,Turkmenistan,0.097140496,2427.5853131759995,16.77,4413479,32.66054794520548,2605660026.0
1999,Turkmenistan,0.107326799,2429.1453202269995,23.47,4466135,63.95890410958904,2450513196.0
2000,Turkmenistan,0.107873257,2411.644520017,8.04,4516133,64.22377049180328,2904732773.0
2001,Turkmenistan,0.11189327,2400.471915144,11.63,4564083,64.28739726027398,3534803922.0
2002,Turkmenistan,0.116116188,2376.205947343001,8.75,4610005,61.51342465753425,4461978499.0
2003,Turkmenistan,0.125837892,2370.1721008879995,5.59,4655743,62.26657534246575,5977560877.0
2004,Turkmenistan,0.12462726,2393.229571875,5.545,4703401,63.78114754098361,6838351088.0
2005,Turkmenistan,0.126245231,2416.091741089,9.47,4754646,64.36356164383562,8103901996.0
